name,gender,wikidata,type
"Korte Gotevlietstraat",,,way
"Korte Lane",,,way
"Korte Molenstraat",,,way
"Korte Raamstraat",,,way
"Korte Ridderstraat",,,way
"Korte Ropeerdstraat",,,way
"Korte Sint-Annastraat",,,way
"Korte Speelmansstraat",,,way
"Korte Sportstraat",,,way
"Korte Vesting",,,way
"Korte Vuldersstraat",,,way
"Korte Zilverstraat",,,way
"Korte weg",,,way
Kortebrugge,,,way
Kortewinkel,,,way
Kosterijstraat,,,way
Kotterstraat,,,way
Koude-Keukenstraat,,,way
Koudemarkt,,,way
Kraaiendreef,,,way
Kraaienhof,,,way
Kraakstraat,,,way
Kraanplein,,,way
Kraanrei,,,way
Krakeleweg,,,way
Krakkestraat,,,way
Kranenburg,,,way
Krekenstraat,,,way
Kreupelbos,,,way
Kreupelenstraat,,,way
Kriekenstraat,,,way
Krinkelstraat,,,way
"Krom Genthof",,,way
Krommestraat,,,way
Kroonstraat,,,way
Kroosmeers,,,way
Kruiersstraat,,,way
Kruipuit,,,way
Kruisabelestraat,,,way
Kruisboogstraat,,,way
Kruispoortbrug,,,way
Kruisvest,,,way
Kruitenbergstraat,,,way
Kuipersstraat,,,way
Kustlaan,,,way
Kwarteldreef,,,way
Kwekersstraat,,,way
Laconiastraat,,,way
Lagebekeweg,,,way
"Lanceloot Blondeellaan",,,way
Landjuwelenstraat,,,way
Landslag,,,way
Landvoogdlaan,,,way
"Lange Molenstraat",,,way
"Lange Muntstraat",,,way
"Lange Raamstraat",,,way
"Lange Vesting",,,way
Langerei,,,way
Langestraat,,,way
Lappersfortstraat,,,way
Laurierenhof,,,way
Leemputstraat,,,way
Leemputten,,,way
Leenhof,,,way
Leenhofweg,,,way
Leenweg,,,way
Leestenburg,,,way
Leeuwentandstraat,,,way
Leeuwerikstraat,,,way
Leffingestraat,,,way
"Lege Moerstraat",,,way
Legeweg,,,way
Leikendreef,,,way
Leiselebeekstraat,,,way
Leiselestraat,,,way
Leiseleveld,,,way
Leliestraat,,,way
Lendestraat,,,way
Lentestraat,,,way
"Leon De Foerestraat",,,way
"Leopold II-laan",,,way
Lettenburgweg,,,way
"Lieven Bauwensstraat",,,way
Lijsterbeekstraat,,,way
Lijsterstraat,,,way
Lindelaan,,,way
Lindenlaan,,,way
"Lisseweegs Opperhof",,,way
"Lisseweegs Vaartje",,,way
"Lisseweegse Steenweg",,,way
Lisstraat,,,way
Lobbrechtstraat,,,way
"Lodewijk Gilliodtsplein",,,way
"Lodewijk de Raetstraat",,,way
"Lodewijk van Malestraat",,,way
Londenstraat,,,way
Loodswezenstraat,,,way
"Lopez Gallostraat",,,way
Loppemstraat,,,way
Loreinenstuk,,,way
Lorkendreef,,,way
Lorreinendreef,,,way
Lorreinenhoek,,,way
"Louis de Meystraat",,,way
"Louis de Potterstraat",,,way
"Loweideweg / Looweideweg",,,way
Luikstraat,,,way
Maagdendal,,,way
Maagdenstraat,,,way
Maaibilk,,,way
Maalderijstraat,,,way
"Maalse Steenweg",,,way
Magdalenapad,,,way
Magdalenastraat,,,way
Malegalgstraat,,,way
Malehoeklaan,,,way
Malelatenstraat,,,way
Maleveld,,,way
Mallebergplaats,,,way
Mantelstuk,,,way
"Marcel Minnaertstraat",,,way
"Marcus Gerardsstraat",,,way
"Margareta van Vlaanderenstraat",,,way
Mariabrug,,,way
"Marianne van Outryveweg",,,way
Mariënhovedreef,,,way
Markgraafstraat,,,way
Markiesstraat,,,way
Markt,,,relation
Marktplein,,,relation
Marktstraat,,,way
Matmeers,,,way
"Maurits van Coppenollestraat",,,way
Meersenstraat,,,way
Meestraat,,,way
Meeuwenstraat,,,way
Meiboomlaan,,,way
Meiveldenlaan,,,way
Mercatorstraat,,,way
Merelstraat,,,way
Messem,,,way
Meulestee,,,way
Mexicostraat,,,way
Mezenstraat,,,way
"Michel Van Hammestraat",,,way
Middelburgstraat,,,way
Minderbroedersstraat,,,way
Minervaplein,,,way
Minnewater,,,way
Minnewaterbrug,,,way
Minnewaterparkbrug,,,way
Minnezangerlaan,,,way
Mispelaar,,,way
Mispelblik,,,way
Moerkerkesteenweg,,,way
Moerkerkestraat,,,way
"Moerkerkse Steenweg",,,way
Moerstraat,,,way
Molenaarsstraat,,,way
Molenakker,,,way
Molengeleed,,,way
Molenijzer,,,way
Molenmeers,,,way
Molenroede,,,way
Molensteenstraat,,,way
Molenstraat,,,way
Molenwallen,,,way
Molenwiekstraat-Oost,,,way
Molenwiekstraat-West,,,way
Monnikenwerve,,,way
Montpellier,,,way
Morgensterdreef,,,way
Mortierstraat,,,way
Moutstraat,,,way
Muizenoorstraat,,,way
Muntplein,,,way
Naaldenstraat,,,way
Nachtegaalstraat,,,way
Nachtegalendreef,,,way
Nepomucenusbrug,,,way
Neststraat,,,way
"New Yorklaan",,,way
"Nicolaus Muleriusstraat",,,way
"Nieuwe Gentweg",,,way
"Nieuwe Sint-Annadreef",,,way
"Nieuwe groenestraat",,,way
Nieuwenhove,,,way
Nieuwstraat,,,way
Nijverheidsstraat,,,way
Noord-Gistelhof,,,way
Noordbruggestraat,,,way
Noorderboomgaard,,,way
Noordhinderstraat,,,way
Noordreiestraat,,,way
Noordsterstraat,,,way
Noordstraat,,,way
Noordveldstraat,,,way
Noordzandstraat,,,way
Noordzeestraat,,,way
"Noorweegse Kaai",,,way
Notelarendreef,,,way
Odegemstraat,,,way
Oliebaan,,,way
Oliemolenstraat,,,way
"Olivier de Wreestraat",,,way
Olmendreef,,,way
Olympialaan,,,way
Omookaai,,,way
"Onder de Toren",,,way
Ontmijnerslaan,,,way
Ontvangersstraat,,,way
Onze-Lieve-Vrouweader,,,way
Onze-Lieve-Vrouwedreef,,,way
Onze-Lieve-Vrouwekerkhof-zuid,,,way
Oorlogsvrijwilligerslaan,,,way
"Oostendse Steenweg",,,way
Oosterlingenplein,,,way
Oostkerkestraat,,,way
Oostmeers,,,way
Oostproostse,,,way
Oostzeestraat,,,way
Opkenstraat,,,way
Oranjeboomstraat,,,way
Orchideeënlaan,,,way
Ossenstraat,,,way
Oud-Strijderslaan,,,way
"Oude Burg",,,way
"Oude Gentweg",,,way
"Oude Herdersbrug",,,way
"Oude Hoogweg",,,way
"Oude Kortrijkstraat",,,way
"Oude Oostendse Steenweg",,,way
"Oude Pastoriestraat",,,way
"Oude Sint-Annadreef",,,way
"Oude Spoorwegbedding",,,way
"Oude Zak",,,way
"Oude Zomerstraat",,,way
"Oude Zwinstraat",,,way
Oudekerkstraat,,,way
"Over de Vaartbeek",,,way
Paalbos,,,way
Paallandenstraat,,,way
Paalstraat,,,way
"Pad Zevenbergen",,,way
Palingstraat,,,way
Palmstraat,,,way
Pandreitje,,,way
Pannebekestraat,,,way
Pannenhuisstraat,,,way
Papegaaistraat,,,way
Papenplein,,,way
Papenweg,,,way
Paradijsstraat,,,way
Park,,,way
"Park De Rode Poort",,,way
Parklaan,,,way
"Pastoor Van Haeckeplantsoen",,,way
"Pastoor Verhaegheplein",,,way
Pastoriestraat,,,way
Pastorieweg,,,way
Patentestraat,,,way
Pathoekeweg,,,way
Patrijzenweg,,,way
"Paul Devauxstraat",,,way
"Paul de Halleuxstraat",,,way
Pauverleutestraat,,,way
Pauwstraat,,,way
Peelaertplein,,,way
Peerdenstraat,,,way
Pelderijnstraat,,,way
Peraltastraat,,,way
Pestelstraat,,,way
Petegemstraat,,,way
Peterseliestraat,,,way
Philipstockstraat,,,way
"Pierre Debautstraat",,,way
Pierssensdreef,,,way
"Pieter Corneilledreef",,,way
"Pieter Pourbusstraat",,,way
"Pieter Troostlaan",,,way
Pijpenstrostraat,,,way
Pijpersstraat,,,way
Pijpeweg,,,way
Pinksterbloemmeers,,,way
Pioenstraat,,,way
Pitsenbosdreef,,,way
Planetenpad,,,way
Platanendreef,,,way
Pleinstraat,,,way
Pletsteen,,,way
Ploegstraat,,,way
Pluvierstraat,,,way
Poelweg,,,way
Poitevinstraat,,,way
"Pol Dhondtstraat",,,way
Polderbos,,,way
Polderhoeklaan,,,way
Polderstraat,,,way
Polderweg,,,way
Poortersstraat,,,way
Populierendreef,,,way
Potagierstraat,,,way
Potentestraat,,,way
Pottenmakersstraat,,,way
Potterierei,,,way
Praterstraat,,,way
Predikherenrei,,,way
Predikherenstraat,,,way
"Prins Albertstraat",,,way
"Prins Alexanderstraat",,,way
"Prins Filiplaan",,,way
"Prins Karellaan",,,way
Prinsenhof,,,way
"Prinses Maria Christinalaan",,,way
"Prinses Paolalaan",,,way
Puienbroeklaan,,,way
Raadsherenlaan,,,way
Raamstraat,,,way
Raboundenburgstraat,,,way
Rademakersstraat,,,way
Ramskapellestraat,,,way
Rapaertstraat,,,way
Rederskaai,,,way
Refugestraat,,,way
Reigersnesten,,,way
Reingaardsvliet,,,way
Rennersweg,,,way
Rentmeesterlaan,,,way
Ridderstraat,,,way
Riekstraat,,,way
Riethuisstraat,,,way
Rietlaan,,,way
Rijkepijndersstraat,,,way
Rijkeveldestraat,,,way
Rijselstraat,,,way
Robijnstraat,,,way
"Robrecht van Vlaanderenlaan",,,way
Rockallstraat,,,way
"Rode Beukendreef",,,way
"Rode Kruisstraat",,,way
Rode-Haanstraat,,,way
Rode-Poortstraat,,,way
Rodenonnenstraat,,,way
Rodestraat,,,way
Rolklaverstraat,,,way
Rolweg,,,way
Romboudstraat,,,way
"Rombout de Dopperestraat",,,way
"Rond den Heerdstraat",,,way
Ronsaardbekestraat,,,way
Ronsaartstraat,,,way
"Ronsaartstraat - Ronselarestraat",,,way
Ronselarestraat,,,way
Rooigem,,,way
Roompotstraat,,,way
Ropeerdstraat,,,way
Roskamweg,,,way
Rouaanstraat,,,way
Rozendal,,,way
Rozenhoedkaai,,,way
Rozenpad,,,way
Rubenslaan,,,way
Ruitersweg,,,way
Rustenburgstraat,,,way
Ryckevelde,,,way
"Saint George's Day-Wandeling",,,way
Sarepta,,,way
Sashuisbrug,,,way
Sasplein,,,way
Schaakstraat,,,way
Schaapsgras,,,way
Schaarstraat,,,way
Scharphoutstraat,,,way
Scheepsdalelaan,,,way
Schepenbankstraat,,,way
Scheurestraat,,,way
Schijfstraat,,,way
Schildknaaplaan,,,way
Schoffelstraat,,,way
Scholeksterstraat,,,way
Schoolstraat,,,way
Schottinnenstraat,,,way
Schoutstraat,,,way
Schouwvegersstraat,,,way
Schrijversstraat,,,way
Schutterstraat,,,way
Sentillenhof,,,way
Sikkelstraat,,,way
"Simon Benningstraat",,,way
Singel,,,way
"Sint Jansplein",,,relation
"Sint Thomas Morusstraat",,,way
Sint-Amandsstraat,,,way
Sint-Andriesdreef,,,way
Sint-Annakerkstraat,,,way
Sint-Arnolduslaan,,,way
Sint-Baafskerkstraat,,,way
Sint-Baafsstraat,,,way
Sint-Brunostraat,,,way
Sint-Christianastraat,,,way
Sint-Claradreef,,,way
Sint-Clarastraat,,,way
Sint-Donaaskerkstraat,,,way
Sint-Donaasstraat,,,way
Sint-Ewoudsstraat,,,way
Sint-Gillisdorpstraat,,,way
Sint-Gilliskerkhof,,,way
Sint-Gilliskerkstraat,,,way
Sint-Gilliskoorstraat,,,way
Sint-Godelievedreef,,,way
Sint-Godelievelaan,,,way
Sint-Hubertuslaan,,,way
Sint-Hubrechtsmolenstraat,,,way
Sint-Jakobsplein,,,way
"Sint-Jan in de Meers",,,way
Sint-Jansplein,,,way
Sint-Jansstraat,,,way
Sint-Jozefsplein,,,way
Sint-Jozefsstraat,,,way
Sint-Kristoffelstraat,,,way
Sint-Kruisstraat,,,way
Sint-Lenardsstraat,,,way
Sint-Lucaslaan,,,way
Sint-Maartenplein,,,way
Sint-Maartensbilk,,,way
Sint-Maartensplein,,,way
Sint-Michielsestraat,,,way
Sint-Michielslaan,,,way
Sint-Niklaasstraat,,,way
Sint-Obrechtsstraat,,,way
Sint-Paulusstraat,,,way
Sint-Pietersgroenestraat,,,way
Sint-Pieterskaai,,,way
Sint-Pieterskerklaan,,,way
Sint-Pietersmolenstraat,,,way
Sint-Pietersnoordstraat,,,way
Sint-Pietersplein,,,way
Sint-Pietersstatiedreef,,,way
Sint-Pietersstraat,,,way
Sint-Pieterszuidstraat,,,way
Sint-Salvatorskerkhof,,,way
Sint-Salvatorskoorstraat,,,way
Sint-Sebastiaansstraat,,,way
Sint-Trudostraat,,,way
Sint-Walburgastraat,,,way
"Site Oud Sint-Jan",,,way
Skagerrakstraat,,,way
Sledestraat,,,way
Sluisstraat,,,way
Smallestraat,,,way
Smedenpoort,,,way
Smedenstraat,,,way
Smulstraat,,,way
Snaggaardbrug,,,way
Snaggaardstraat,,,way
Sneppendreef,,,way
Sontstraat,,,way
"Spaanse Loskaai",,,way
Spanjaardstraat,,,way
Sparrenstraat,,,way
Spastraat,,,way
Speelmansrei,,,way
Speelmansstraat,,,way
Speelpleinlaan,,,way
Speistraat,,,way
Speyenstraat,,,way
Spiegelrei,,,way
Spijkersdreef,,,way
Spijkerswegel,,,way
Spikkelboorstraat,,,way
Spinolarei,,,way
Spoorwegstraat,,,way
Sportstraat,,,way
Spreeuwenstraat,,,way
Sprietwegestraat,,,way
Staakstraat,,,way
Staalmeesterstraat,,,way
Stalijzerstraat,,,way
Stampkotstraat,,,way
Stapelvoorde,,,way
Stationslaan,,,way
Stationsplein,,,way
Stationsstraat,,,way
Stationsweg,,,way
Steenbruggebrug,,,way
Steenhouwersdijk,,,way
Steenkaai,,,way
Steenstraat,,,way
Steentje,,,way
"Stella Marisstraat",,,way
Sterstraat,,,way
Stoelstraat,,,way
Stokerij,,,way
Stokerstraat,,,way
Stokveldelaan,,,way
Stokveldewijk,,,way
Stoofstraat,,,way
Stoppelbilk,,,way
Stormvogelstraat,,,way
Strobrug,,,way
Strostraat,,,way
Struikheide,,,way
Stuivenbergstraat,,,way
Sulferbergstraat,,,way
Tapuitstraat,,,way
Tempelhof,,,way
"Ten Bergeweg",,,way
"Ten Boomgaard",,,way
"Ten Briele",,,way
"Ten Hove",,,way
"Ten Putte",,,way
"Ten Walle",,,way
"Ten Wallestraat",,,way
"Ter Beke",,,way
"Ter Bollestraat",,,way
"Ter Doestdreef",,,way
"Ter Doeststraat",,,way
"Ter Heide",,,way
"Ter Lake",,,way
"Ter Lindehof",,,way
"Ter Lo",,,way
"Ter Looigemweg",,,way
"Ter Lucht",,,way
"Ter Pannestraat",,,way
"Ter Steeghere",,,way
"Ter Straten",,,way
"Ter Woestijne",,,way
"Ter Zale",,,way
"Ter Zwanekerke",,,way
Terpenstraat,,,way
Theresianenstraat,,,way
Tijdokstraat,,,way
Tillegempark,,,way
Tillegemstraat,,,way
Timmermansstraat,,,way
Titecastraat,,,way
Toekomststraat,,,way
Torenbrug,,,way
Torentje,,,way
"Torhoutse Steenweg",,,way
Torhoutsesteenweg,,,way
Tornooistraat,,,way
Tragelweg,,,way
Treurwilgenweg,,,way
Truwelstraat,,,way
Tuiniersstraat,,,way
Tuinstraat,,,way
Twijnstraat,,,way
Uitkerkestraat,,,way
Unescorotonde,,,way
Vaartbekeweg,,,way
"Vaartdijk Noord",,,way
"Vaartdijk Zuid",,,way
Vaartdijkstraat,,,way
Vaartstraat,,,way
Vagevuurstraat,,,way
Valkenbosdreef,,,way
"Van Leeg tot Zand",,,way
"Van Mullemstraat",,,way
"Van Steenestraat",,,way
"Van Voldenstraat",,,way
Vaneweg,,,way
Varenslaan,,,way
Veemarktstraat,,,way
Veerbootstraat,,,way
Veeweide,,,way
Veldbiesstraat,,,way
Veldhoendreef,,,way
Veldstraat,,,way
Velodroomstraat,,,way
Veltemweg,,,way
Venetiëstraat,,,way
Venkelstraat,,,way
"Verbrand Nieuwland",,,way
Verse-Vaartstraat,,,way
Verversdijk,,,way
Vestingstraat,,,way
"Vette Vischpoort",,,way
Viaductstraat,,,way
"Vier Uitersten",,,way
Vier-Heemskinderenstraat,,,way
Vieringstraat,,,way
Vierscharestraat,,,way
"Vijf Ringenstraat",,,way
Vijverhoflaan,,,way
Vijvers,,,way
Vijversdreef,,,way
Vijversgracht,,,way
"Vincent Doensstraat",,,way
Vinkenplein,,,way
Vinkenstraat,,,way
Violierstraat,,,way
Vismarkt,,,way
Vismijnstraat,,,way
Vissersstraat,,,way
Visspaanstraat,,,way
Vizierstraat,,,way
Vlakkaard,,,way
Vlamingbrug,,,way
Vlamingdam,,,way
Vlamingstraat,,,way
Vlierstraat,,,way
Vogelkersstraat,,,way
Vogelzang,,,way
Vogelzangdreef,,,way
Vondelstraat,,,way
Voorslag,,,way
Vooruitgangstraat,,,way
Vorkstraat,,,way
"Vos Reinaartstraat",,,way
Vossenslag,,,way
Vossensteert,,,way
Vredestraat,,,way
Vriezeganzenstraat,,,way
Vrijdagmarkt,,,way
Vrijheidsstraat,,,way
Vuldersreitje,,,way
Vuldersstraat,,,way
Vuurkruisenlaan,,,way
Waalsestraat,,,way
Wagenaarstraat,,,way
Wagenbruggelaan,,,way
Wagenmakersstraat,,,way
Waggelwater,,,way
Waggelwaterstraat,,,way
Wagnerstraat,,,way
Walakker,,,way
Walbrug,,,way
"Walburga Vansteenlandtstraat",,,way
Walletje,,,way
Walplein,,,way
Walraetstraat,,,way
"Walram Romboudtstraat",,,way
Walstraat,,,way
Walstrostraat,,,way
Walweinstraat,,,way
Wandelaarstraat,,,way
Wantestraat,,,way
Wapenmakersstraat,,,way
Warande,,,way
Warandebrug,,,way
Warmoezeniersstraat,,,way
Warrenplein,,,way
Watergang,,,way
Waterhofstedestraat,,,way
Watervlietstraat,,,way
Watteeuwstraat,,,way
Wederikmeers,,,way
Weeldestuk,,,way
Weidebekestraat,,,way
Weidestraat,,,way
Weinebruggelaan,,,way
Welvaartstraat,,,way
Werfkaai,,,way
Werfplein,,,way
Werfstraat,,,way
Werkhuisstraat,,,way
Westhinderstraat,,,way
"Westkapelse Steenweg",,,way
Westmeers,,,way
Wevershof,,,way
Wiedauwbos,,,way
Wielingenstraat,,,way
Wiermeers,,,way
Wijnenburgstraat,,,way
Wijngaardbrug,,,way
Wijngaardplein,,,way
Wijngaardstraat,,,way
Wijnzakstraat,,,way
Wildekastanjestraat,,,way
Wilgenboomstraat,,,way
Wilgenroosstraat,,,way
Wilgenwad,,,way
"Willem Van Saeftingestraat",,,way
Willemijnendreef,,,way
Willemijnplantsoen,,,way
Willemstraat,,,way
"Witte Beerstraat",,,way
"Witte Mereldreef",,,way
"Witte Molenstraat",,,way
Wittebankstraat,,,way
Witteleertouwersstraat,,,way
Wittemereldreef,,,way
Wittemolenstraat,,,way
Woensdagmarkt,,,way
Wolfsklauwstraat,,,way
Wollestraat,,,way
"Woudweg naar Loppem",,,way
Wulfhagestraat,,,way
Wulfsberge,,,way
Wulgenbroekstraat,,,way
Wulpenstraat,,,way
Xaverianenstraat,,,way
Zagersweg,,,way
Zakske,,,way
Zandberg,,,way
Zandrietpad,,,way
Zandstraat,,,way
Zandtiende,,,way
Zandwege,,,way
Zeebruggelaan,,,way
Zeedijk,,,way
Zeegeulstraat,,,way
Zeekanaalweg,,,way
Zeelaan,,,way
Zeemansstraat,,,way
Zeepziederijstraat,,,way
Zeesluisstraat,,,way
Zeeweg,,,way
Zeezwaluwstraat,,,way
Zeggestraat,,,way
Zevekotedreef,,,way
Zevenbergenlaan,,,way
Zeveneke,,,way
Zevenkerken,,,way
Zeventorenstraat,,,way
Zilverberkenstraat,,,way
Zilverpand,,,way
Zilversparrenstraat,,,way
Zilversteeg,,,way
Zilverstraat,,,way
"Zoete Inval",,,way
Zoete-Vaartstraat,,,way
Zomerlindestraat,,,way
Zomerstraat,,,way
Zonnekemeers,,,way
"Zuidelijke Kruispoortbrug",,,way
Zuiderakker,,,way
Zuiderboomgaard,,,way
Zuidervaartje,,,way
"Zuidervaartje 2a",,,way
Zuidveldstraat,,,way
Zuidzandstraat,,,way
Zuienkerkestraat,,,way
Zustersstraat,,,way
Zwaanhofstraat,,,way
Zwaluwenstraat,,,way
Zwanehoek,,,way
Zwanestuk,,,way
Zwankendammestraat,,,way
"Zwarte Leertouwersstraat",,,way
Zwiersweg,,,way
Zwijnstraat,,,way
